Sub Region,Country,Drug,Year,Wholesale Price,Retail Price
Western and Central Europe,Spain,Cocaine,2015-01-01,37603.0,64.0
Western and Central Europe,Spain,Cocaine,2016-01-01,38586.0,64.0
Western and Central Europe,Spain,Cocaine,2017-01-01,39747.0,67.0
Western and Central Europe,Spain,Cocaine,2018-01-01,40150.0,70.0
Western and Central Europe,Spain,Cocaine,2019-01-01,38076.15,67.0
Western and Central Europe,Spain,Cocaine,2020-01-01,40726.65,67.0
Western and Central Europe,Sweden,Cocaine,1990-01-01,80000.0,160.0
Western and Central Europe,Sweden,Cocaine,1991-01-01,85000.0,152.0
Western and Central Europe,Sweden,Cocaine,1992-01-01,91375.0,183.0
Western and Central Europe,Sweden,Cocaine,1993-01-01,61450.0,123.0
Western and Central Europe,Sweden,Cocaine,1994-01-01,73825.0,148.0
Western and Central Europe,Sweden,Cocaine,1995-01-01,55556.0,118.0
Western and Central Europe,Sweden,Cocaine,1996-01-01,59255.0,118.0
Western and Central Europe,Sweden,Cocaine,1997-01-01,45573.0,98.0
Western and Central Europe,Sweden,Cocaine,1998-01-01,50484.0,88.0
Western and Central Europe,Sweden,Cocaine,1999-01-01,48508.0,97.0
Western and Central Europe,Sweden,Cocaine,2000-01-01,38394.0,77.0
Western and Central Europe,Sweden,Cocaine,2001-01-01,34693.0,79.0
Western and Central Europe,Sweden,Cocaine,2002-01-01,35763.0,87.0
Western and Central Europe,Sweden,Cocaine,2003-01-01,43130.0,99.0
Western and Central Europe,Sweden,Cocaine,2004-01-01,39560.0,93.0
Western and Central Europe,Sweden,Cocaine,2005-01-01,40068.0,92.0
Western and Central Europe,Sweden,Cocaine,2006-01-01,39270.0,101.0
Western and Central Europe,Sweden,Cocaine,2007-01-01,51883.0,96.0
Western and Central Europe,Sweden,Cocaine,2008-01-01,72844.0,138.0
Western and Central Europe,Sweden,Cocaine,2009-01-01,45459.0,104.0
Western and Central Europe,Sweden,Cocaine,2010-01-01,48382.0,111.0
Western and Central Europe,Sweden,Cocaine,2011-01-01,54494.0,125.0
Western and Central Europe,Sweden,Cocaine,2012-01-01,51620.0,147.0
Western and Central Europe,Sweden,Cocaine,2013-01-01,53159.0,139.0
Western and Central Europe,Sweden,Cocaine,2014-01-01,43938.0,127.0
Western and Central Europe,Sweden,Cocaine,2015-01-01,59744.0,108.0
Western and Central Europe,Sweden,Cocaine,2016-01-01,46860.0,117.0
Western and Central Europe,Sweden,Cocaine,2017-01-01,46604.0,105.0
Western and Central Europe,Sweden,Cocaine,2018-01-01,40262.0,115.0
Western and Central Europe,Sweden,Cocaine,2019-01-01,38107.34,85.0
Western and Central Europe,Sweden,Cocaine,2020-01-01,46060.47,97.54
Western and Central Europe,Switzerland,Cocaine,1990-01-01,63900.0,178.0
Western and Central Europe,Switzerland,Cocaine,1991-01-01,94250.0,144.0
Western and Central Europe,Switzerland,Cocaine,1992-01-01,116250.0,188.0
Western and Central Europe,Switzerland,Cocaine,1993-01-01,50847.0,136.0
Western and Central Europe,Switzerland,Cocaine,1994-01-01,72012.0,146.0
Western and Central Europe,Switzerland,Cocaine,1995-01-01,75949.0,148.0
Western and Central Europe,Switzerland,Cocaine,1996-01-01,51587.0,127.0
Western and Central Europe,Switzerland,Cocaine,1997-01-01,40780.0,117.0
Western and Central Europe,Switzerland,Cocaine,1998-01-01,41152.0,110.0
Western and Central Europe,Switzerland,Cocaine,1999-01-01,41000.0,109.0
Western and Central Europe,Switzerland,Cocaine,2000-01-01,35482.0,77.0
Western and Central Europe,Switzerland,Cocaine,2001-01-01,23392.0,69.0
Western and Central Europe,Switzerland,Cocaine,2002-01-01,19274.0,74.0
Western and Central Europe,Switzerland,Cocaine,2003-01-01,37230.0,89.0
Western and Central Europe,Switzerland,Cocaine,2004-01-01,44008.0,86.0
Western and Central Europe,Switzerland,Cocaine,2005-01-01,44008.0,86.0
Western and Central Europe,Switzerland,Cocaine,2006-01-01,41090.0,74.0
Western and Central Europe,Switzerland,Cocaine,2007-01-01,44351.0,75.0
Western and Central Europe,Switzerland,Cocaine,2008-01-01,49307.0,65.0
Western and Central Europe,Switzerland,Cocaine,2009-01-01,50379.0,82.0
Western and Central Europe,Switzerland,Cocaine,2010-01-01,52554.0,96.0
Western and Central Europe,Switzerland,Cocaine,2011-01-01,58950.0,102.0
Western and Central Europe,Switzerland,Cocaine,2012-01-01,55477.0,96.0
Western and Central Europe,Switzerland,Cocaine,2013-01-01,58625.0,99.0
Western and Central Europe,Switzerland,Cocaine,2014-01-01,52685.0,78.0
Western and Central Europe,Switzerland,Cocaine,2015-01-01,52472.0,78.0
Western and Central Europe,Switzerland,Cocaine,2016-01-01,52472.0,78.0
Western and Central Europe,Switzerland,Cocaine,2017-01-01,52472.0,78.0
Western and Central Europe,Switzerland,Cocaine,2018-01-01,52472.0,78.0
Western and Central Europe,Switzerland,Cocaine,2019-01-01,52472.0,78.0
Western and Central Europe,Switzerland,Cocaine,2020-01-01,52472.0,78.0
Western and Central Europe,United Kingdom,Cocaine,1990-01-01,47850.0,131.0
Western and Central Europe,United Kingdom,Cocaine,1991-01-01,46475.0,127.0
Western and Central Europe,United Kingdom,Cocaine,1992-01-01,20625.0,69.0
Western and Central Europe,United Kingdom,Cocaine,1993-01-01,43210.0,123.0
Western and Central Europe,United Kingdom,Cocaine,1994-01-01,45000.0,113.0
Western and Central Europe,United Kingdom,Cocaine,1995-01-01,46774.0,111.0
Western and Central Europe,United Kingdom,Cocaine,1996-01-01,40625.0,102.0
Western and Central Europe,United Kingdom,Cocaine,1997-01-01,47500.0,124.0
Western and Central Europe,United Kingdom,Cocaine,1998-01-01,47500.0,128.0
Western and Central Europe,United Kingdom,Cocaine,1999-01-01,33981.0,104.0
Western and Central Europe,United Kingdom,Cocaine,2000-01-01,38168.0,94.0
Western and Central Europe,United Kingdom,Cocaine,2001-01-01,36008.0,94.0
Western and Central Europe,United Kingdom,Cocaine,2002-01-01,35848.0,84.0
Western and Central Europe,United Kingdom,Cocaine,2003-01-01,40880.0,90.0
Western and Central Europe,United Kingdom,Cocaine,2004-01-01,50036.0,91.0
Western and Central Europe,United Kingdom,Cocaine,2005-01-01,50036.0,79.0
Western and Central Europe,United Kingdom,Cocaine,2006-01-01,50943.0,87.0
Western and Central Europe,United Kingdom,Cocaine,2007-01-01,60362.0,91.0
Western and Central Europe,United Kingdom,Cocaine,2008-01-01,64682.0,74.0
Western and Central Europe,United Kingdom,Cocaine,2009-01-01,76963.0,62.0
Western and Central Europe,United Kingdom,Cocaine,2010-01-01,76897.0,62.0
Western and Central Europe,United Kingdom,Cocaine,2011-01-01,80334.0,64.0
Western and Central Europe,United Kingdom,Cocaine,2012-01-01,79132.0,63.0
Western and Central Europe,United Kingdom,Cocaine,2013-01-01,66907.0,67.0
Western and Central Europe,United Kingdom,Cocaine,2014-01-01,62112.0,62.0
Western and Central Europe,United Kingdom,Cocaine,2015-01-01,57778.0,59.0
Western and Central Europe,United Kingdom,Cocaine,2016-01-01,44715.0,54.0
Western and Central Europe,United Kingdom,Cocaine,2017-01-01,35990.0,103.0
Western and Central Europe,United Kingdom,Cocaine,2018-01-01,46729.0,107.0
Western and Central Europe,United Kingdom,Cocaine,2019-01-01,44529.26,127.0
Western and Central Europe,United Kingdom,Cocaine,2020-01-01,51413.88,102.83
