Sub Region,Country,Drug,Year,Wholesale Price,Retail Price
Western and Central Europe,Sweden,Heroin,2005-01-01,35970.0,149.0
Western and Central Europe,Sweden,Heroin,2006-01-01,35970.0,138.0
Western and Central Europe,Sweden,Heroin,2007-01-01,37059.0,185.0
Western and Central Europe,Sweden,Heroin,2008-01-01,38339.0,234.0
Western and Central Europe,Sweden,Heroin,2009-01-01,32471.0,201.0
Western and Central Europe,Sweden,Heroin,2010-01-01,41471.0,214.0
Western and Central Europe,Sweden,Heroin,2011-01-01,54494.0,272.0
Western and Central Europe,Sweden,Heroin,2012-01-01,44246.0,306.0
Western and Central Europe,Sweden,Heroin,2013-01-01,46225.0,169.0
Western and Central Europe,Sweden,Heroin,2014-01-01,41447.0,127.0
Western and Central Europe,Sweden,Heroin,2015-01-01,41447.0,135.0
Western and Central Europe,Sweden,Heroin,2016-01-01,41447.0,117.0
Western and Central Europe,Sweden,Heroin,2017-01-01,41447.0,73.0
Western and Central Europe,Sweden,Heroin,2018-01-01,41447.0,89.0
Western and Central Europe,Sweden,Heroin,2019-01-01,41447.0,95.0
Western and Central Europe,Sweden,Heroin,2020-01-01,37932.16,86.7
Western and Central Europe,Switzerland,Heroin,1990-01-01,124000.0,312.0
Western and Central Europe,Switzerland,Heroin,1991-01-01,153800.0,221.0
Western and Central Europe,Switzerland,Heroin,1992-01-01,228875.0,248.0
Western and Central Europe,Switzerland,Heroin,1993-01-01,47460.0,126.0
Western and Central Europe,Switzerland,Heroin,1994-01-01,52823.0,164.0
Western and Central Europe,Switzerland,Heroin,1995-01-01,54850.0,190.0
Western and Central Europe,Switzerland,Heroin,1996-01-01,41665.0,116.0
Western and Central Europe,Switzerland,Heroin,1997-01-01,37234.0,81.0
Western and Central Europe,Switzerland,Heroin,1998-01-01,34294.0,96.0
Western and Central Europe,Switzerland,Heroin,1999-01-01,33422.0,167.0
Western and Central Europe,Switzerland,Heroin,2000-01-01,29568.0,53.0
Western and Central Europe,Switzerland,Heroin,2001-01-01,16082.0,45.0
Western and Central Europe,Switzerland,Heroin,2002-01-01,19149.0,39.0
Western and Central Europe,Switzerland,Heroin,2003-01-01,22340.0,48.0
Western and Central Europe,Switzerland,Heroin,2004-01-01,23580.0,48.0
Western and Central Europe,Switzerland,Heroin,2005-01-01,25420.0,48.0
Western and Central Europe,Switzerland,Heroin,2006-01-01,21470.0,39.0
Western and Central Europe,Switzerland,Heroin,2007-01-01,23180.0,42.0
Western and Central Europe,Switzerland,Heroin,2008-01-01,25584.0,37.0
Western and Central Europe,Switzerland,Heroin,2009-01-01,25190.0,46.0
Western and Central Europe,Switzerland,Heroin,2010-01-01,27710.0,48.0
Western and Central Europe,Switzerland,Heroin,2011-01-01,30609.0,57.0
Western and Central Europe,Switzerland,Heroin,2012-01-01,28805.0,64.0
Western and Central Europe,Switzerland,Heroin,2013-01-01,30440.0,68.0
Western and Central Europe,Switzerland,Heroin,2014-01-01,27356.0,61.0
Western and Central Europe,Switzerland,Heroin,2015-01-01,27245.0,61.0
Western and Central Europe,Switzerland,Heroin,2016-01-01,27245.0,61.0
Western and Central Europe,Switzerland,Heroin,2017-01-01,27245.0,61.0
Western and Central Europe,Switzerland,Heroin,2018-01-01,27245.0,61.0
Western and Central Europe,Switzerland,Heroin,2019-01-01,27245.0,61.0
Western and Central Europe,Switzerland,Heroin,2020-01-01,27245.0,61.0
Western and Central Europe,United Kingdom,Heroin,1990-01-01,53940.0,157.0
Western and Central Europe,United Kingdom,Heroin,1991-01-01,43940.0,144.0
Western and Central Europe,United Kingdom,Heroin,1992-01-01,43500.0,144.0
Western and Central Europe,United Kingdom,Heroin,1993-01-01,43210.0,134.0
Western and Central Europe,United Kingdom,Heroin,1994-01-01,42500.0,129.0
Western and Central Europe,United Kingdom,Heroin,1995-01-01,42004.0,125.0
Western and Central Europe,United Kingdom,Heroin,1996-01-01,34846.0,108.0
Western and Central Europe,United Kingdom,Heroin,1997-01-01,39491.0,118.0
Western and Central Europe,United Kingdom,Heroin,1998-01-01,41667.0,120.0
Western and Central Europe,United Kingdom,Heroin,1999-01-01,29126.0,108.0
Western and Central Europe,United Kingdom,Heroin,2000-01-01,26718.0,107.0
Western and Central Europe,United Kingdom,Heroin,2001-01-01,25926.0,86.0
Western and Central Europe,United Kingdom,Heroin,2002-01-01,30620.0,91.0
Western and Central Europe,United Kingdom,Heroin,2003-01-01,34340.0,100.0
Western and Central Europe,United Kingdom,Heroin,2004-01-01,39041.0,110.0
Western and Central Europe,United Kingdom,Heroin,2005-01-01,33249.0,93.0
Western and Central Europe,United Kingdom,Heroin,2006-01-01,28320.0,71.0
Western and Central Europe,United Kingdom,Heroin,2007-01-01,27163.0,101.0
Western and Central Europe,United Kingdom,Heroin,2008-01-01,29569.0,83.0
Western and Central Europe,United Kingdom,Heroin,2009-01-01,24628.0,69.0
Western and Central Europe,United Kingdom,Heroin,2010-01-01,32297.0,62.0
Western and Central Europe,United Kingdom,Heroin,2011-01-01,40167.0,64.0
Western and Central Europe,United Kingdom,Heroin,2012-01-01,47479.0,63.0
Western and Central Europe,United Kingdom,Heroin,2013-01-01,46835.0,63.0
Western and Central Europe,United Kingdom,Heroin,2014-01-01,41925.0,78.0
Western and Central Europe,United Kingdom,Heroin,2015-01-01,40000.0,59.0
Western and Central Europe,United Kingdom,Heroin,2016-01-01,31165.0,68.0
Western and Central Europe,United Kingdom,Heroin,2017-01-01,32134.0,64.0
Western and Central Europe,United Kingdom,Heroin,2018-01-01,22697.0,53.0
Western and Central Europe,United Kingdom,Heroin,2019-01-01,22900.76,64.0
Western and Central Europe,United Kingdom,Heroin,2020-01-01,25706.94,64.0
